id,source,truth,category,primary_key,input_text
CN-L-008,CN-L,genuine,genuine,中华人民共和国劳动法-41,《中华人民共和国劳动法》第41条
CN-L-009,CN-L,genuine,genuine,中华人民共和国劳动法-44,《中华人民共和国劳动法》第四十四条：有下列情形之一的，用人单位应当按照下列标准支付高于劳动者正常工作时间工资的工资报酬：……
CN-L-010,CN-L,genuine,genuine,中华人民共和国劳动法-36,《中华人民共和国劳动法》（2018年版本）第36条
CN-L-011,CN-L,genuine,genuine,中华人民共和国劳动合同法-19,《中华人民共和国劳动合同法》第十九条
CN-L-012,CN-L,genuine,genuine,中华人民共和国劳动合同法-47,《中华人民共和国劳动合同法》第47条
CN-L-013,CN-L,genuine,genuine,中华人民共和国劳动合同法-82,《中华人民共和国劳动合同法》第八十二条：用人单位自用工之日起超过一个月不满一年未与劳动者订立书面劳动合同的，应当向劳动者每月……
CN-L-014,CN-L,genuine,genuine,中华人民共和国治安管理处罚法-43,《中华人民共和国治安管理处罚法》第43条
CN-L-015,CN-L,genuine,genuine,中华人民共和国治安管理处罚法-26,《中华人民共和国治安管理处罚法》第二十六条
CN-L-016,CN-L,genuine,genuine,中华人民共和国道路交通安全法-76,《中华人民共和国道路交通安全法》第76条
CN-L-017,CN-L,genuine,genuine,中华人民共和国道路交通安全法-91,《中华人民共和国道路交通安全法》第九十一条：饮酒后驾驶机动车的，处暂扣六个月机动车驾驶证，并处一千元以上二千元以下罚款。因饮酒后……
CN-L-018,CN-L,genuine,genuine,中华人民共和国食品安全法-148,《中华人民共和国食品安全法》第148条
CN-L-019,CN-L,genuine,genuine,中华人民共和国消费者权益保护法-55,《中华人民共和国消费者权益保护法》（2013年版本）第五十五条
CN-L-020,CN-L,genuine,genuine,中华人民共和国个人信息保护法-24,《中华人民共和国个人信息保护法》第24条
CN-L-021,CN-L,genuine,genuine,中华人民共和国公司法-54,《中华人民共和国公司法》第五十四条：公司不能清偿到期债务的，公司或者已到期债权的债权人有权要求已认缴出资但未届出资期限的……
CN-L-022,CN-L,genuine,genuine,中华人民共和国未成年人保护法-4,《中华人民共和国未成年人保护法》第4条
CN-L-023,CN-L,genuine,genuine,中华人民共和国妇女权益保障法-23,《中华人民共和国妇女权益保障法》第二十三条
CN-L-024,CN-L,genuine,genuine,中华人民共和国反电信网络诈骗法-25,《中华人民共和国反电信网络诈骗法》第25条
CN-L-025,CN-L,genuine,genuine,中华人民共和国数据安全法-32,《中华人民共和国数据安全法》第三十二条：任何组织、个人收集数据，应当采取合法、正当的方式，不得窃取或者以其他非法方式获取数据……
CN-L-026,CN-L,genuine,genuine,中华人民共和国网络安全法-21,《中华人民共和国网络安全法》第21条
CN-L-027,CN-L,genuine,genuine,中华人民共和国反不正当竞争法-6,《中华人民共和国反不正当竞争法》第六条
CN-L-028,CN-L,genuine,genuine,中华人民共和国证券法-78,《中华人民共和国证券法》（2013年版本）第78条
CN-L-029,CN-L,genuine,genuine,中华人民共和国环境保护法-42,《中华人民共和国环境保护法》第四十二条：排放污染物的企业事业单位和其他生产经营者，应当采取措施，防治在生产建设或者其他活动中……
CN-L-030,CN-L,genuine,genuine,中华人民共和国预算法-35,《中华人民共和国预算法》第35条
CN-L-031,CN-L,genuine,genuine,中华人民共和国国家赔偿法-3,《中华人民共和国国家赔偿法》第三条
CN-L-032,CN-L,genuine,genuine,中华人民共和国国家安全法-43,《中华人民共和国国家安全法》第43条
CN-L-033,CN-L,genuine,genuine,中华人民共和国证券法-185,《中华人民共和国证券法》第一百八十五条：发行人违反本法第十四条、第十五条的规定擅自改变公开发行证券所募集资金的用途的，责令改……
CN-L-034,CN-L,genuine,genuine,中华人民共和国安全生产法-41,《中华人民共和国安全生产法》第41条
CN-L-035,CN-L,genuine,genuine,中华人民共和国消费者权益保护法-28,《中华人民共和国消费者权益保护法》第二十八条
CN-L-036,CN-L,genuine,genuine,中华人民共和国教育法-22,《中华人民共和国教育法》第22条
CN-L-037,CN-L,genuine,genuine,中华人民共和国劳动法-29,《中华人民共和国劳动法》（1994年版本）第二十九条：劳动者有下列情形之一的，用人单位不得依据本法第二十六条、第二十七条的规定解除劳动合同……
CN-L-038,CN-L,genuine,genuine,中华人民共和国教育法-51,《中华人民共和国教育法》第51条
CN-L-039,CN-L,genuine,genuine,中华人民共和国劳动合同法-43,《中华人民共和国劳动合同法》第四十三条
CN-L-040,CN-L,genuine,genuine,中华人民共和国民事诉讼法-246,《中华人民共和国民事诉讼法》第246条
CN-L-041,CN-L,genuine,genuine,中华人民共和国公司法-19,《中华人民共和国公司法》第十九条：公司从事经营活动，应当遵守法律法规，遵守社会公德、商业道德，诚实守信，接受政府和社会……
CN-L-042,CN-L,genuine,genuine,中华人民共和国反间谍法-24,《中华人民共和国反间谍法》第24条
CN-L-043,CN-L,genuine,genuine,中华人民共和国著作权法-59,《中华人民共和国著作权法》第五十九条
CN-L-044,CN-L,genuine,genuine,中华人民共和国反间谍法-6,《中华人民共和国反间谍法》第6条
CN-L-045,CN-L,genuine,genuine,中华人民共和国证券法-30,《中华人民共和国证券法》第三十条：向不特定对象发行证券聘请承销团承销的，承销团应当由主承销和参与承销的证券公司组成。……
CN-L-046,CN-L,genuine,genuine,中华人民共和国公司法-146,《中华人民共和国公司法》（2018年版本）第146条
CN-L-047,CN-L,genuine,genuine,中华人民共和国预算法-17,《中华人民共和国预算法》第十七条
CN-L-048,CN-L,genuine,genuine,中华人民共和国网络安全法-43,《中华人民共和国网络安全法》第43条
CN-L-049,CN-L,genuine,genuine,中华人民共和国国家赔偿法-19,《中华人民共和国国家赔偿法》第十九条：属于下列情形之一的，国家不承担赔偿责任：（一）因公民自己故意作虚伪供述，或者伪造其他……
CN-L-050,CN-L,genuine,genuine,中华人民共和国反恐怖主义法-16,《中华人民共和国反恐怖主义法》第16条
CN-L-051,CN-L,non-genuine,manipulated,中华人民共和国民事诉讼法-346,《中华人民共和国民事诉讼法》第三百四十六条
CN-L-052,CN-L,non-genuine,manipulated,中华人民共和国民法典-1979,《中华人民共和国民法典》第一千九百七十九条
CN-L-053,CN-L,non-genuine,manipulated,中华人民共和国网络安全法-93,《中华人民共和国网络安全法》第九十三条
CN-L-054,CN-L,non-genuine,manipulated,中华人民共和国个人信息保护法-94,《中华人民共和国个人信息保护法》第94条
CN-L-055,CN-L,non-genuine,manipulated,中华人民共和国食品安全法-448,《中华人民共和国食品安全法》第四百四十八条
CN-L-056,CN-L,non-genuine,manipulated,中华人民共和国国家安全法-93,《中华人民共和国国家安全法》第九十三条
CN-L-057,CN-L,non-genuine,manipulated,中华人民共和国民法典-1265,《中华人民共和国民法典》第一千二百六十五条
CN-L-058,CN-L,non-genuine,manipulated,中华人民共和国劳动合同法-99,《中华人民共和国劳动合同法》第九十九条
CN-L-059,CN-L,non-genuine,manipulated,中华人民共和国证券法-385,《中华人民共和国证券法》第385条
CN-L-060,CN-L,non-genuine,manipulated,中华人民共和国妇女权益保障法-93,《中华人民共和国妇女权益保障法》第93条
CN-L-061,CN-L,non-genuine,manipulated,中华人民共和国刑法-147,《中华人民共和国刑法（试行）》第一百四十七条
CN-L-062,CN-L,non-genuine,manipulated,中华人民共和国民法典-677,《中华人民共和国民法典（草案）》第六百七十七条
CN-L-063,CN-L,non-genuine,manipulated,中华人民共和国治安管理处罚法-23,《中华人民共和国治安管理处罚条例》第23条
CN-L-064,CN-L,non-genuine,manipulated,中华人民共和国劳动法-93,《中华人民共和国劳动法（试行）》第九十三条
CN-L-065,CN-L,non-genuine,manipulated,中华人民共和国网络安全法-14,《中华人民共和国网络安全保护法》第十四条
CN-L-066,CN-L,non-genuine,manipulated,中华人民共和国消费者权益保护法-45,《中华人民共和国消费者权益保护条例》第四十五条
CN-L-067,CN-L,non-genuine,manipulated,中华人民共和国公司法-62,《中华人民共和国公司法（征求意见稿）》第六十二条
CN-L-068,CN-L,non-genuine,manipulated,中华人民共和国食品安全法-45,《中华人民共和国食品安全管理规定》第四十五条
CN-L-069,CN-L,non-genuine,manipulated,中华人民共和国未成年人保护法-71,《中华人民共和国未成年人保护法（修正草案）》第71条
CN-L-070,CN-L,non-genuine,manipulated,中华人民共和国道路交通安全法-98,《中华人民共和国道路交通安全条例》第98条
CN-L-071,CN-L,non-genuine,manipulated,中华人民共和国环境保护法-42,《中华人民共和国环境保护法》（2015年修订）第四十二条
CN-L-072,CN-L,non-genuine,manipulated,中华人民共和国教育法-51,《中华人民共和国教育法》（2012年修订）第五十一条
CN-L-073,CN-L,non-genuine,manipulated,中华人民共和国国家安全法-43,《中华人民共和国国家安全法》（2005年修订）第四十三条
CN-L-074,CN-L,non-genuine,manipulated,中华人民共和国道路交通安全法-76,《中华人民共和国道路交通安全法》（2010年修订）第76条
CN-L-075,CN-L,non-genuine,manipulated,中华人民共和国刑法-263,《中华人民共和国刑法》（2014年修订）第二百六十三条
CN-L-076,CN-L,non-genuine,manipulated,中华人民共和国国家赔偿法-3,《中华人民共和国国家赔偿法》（2019年修订）第3条
CN-L-077,CN-L,non-genuine,manipulated,中华人民共和国证券法-78,《中华人民共和国证券法》（2024年修订）第七十八条
CN-L-078,CN-L,non-genuine,manipulated,中华人民共和国劳动合同法-19,《中华人民共和国劳动合同法》（1998年修订）第十九条
CN-L-079,CN-L,non-genuine,manipulated,中华人民共和国食品安全法-148,《中华人民共和国食品安全法》（1991年修订）第148条
CN-L-080,CN-L,non-genuine,manipulated,中华人民共和国证券法-185,《中华人民共和国证券法》（2012年修订）第一百八十五条
CN-L-081,CN-L,non-genuine,in_the_wild,中华人民共和国人工智能产业发展法-16,《中华人民共和国人工智能产业发展法》第16条
CN-L-082,CN-L,non-genuine,in_the_wild,中华人民共和国虚拟财产保护法-61,《中华人民共和国虚拟财产保护法》第61条
CN-L-083,CN-L,non-genuine,in_the_wild,中华人民共和国网络空间主权法-69,《中华人民共和国网络空间主权法》第69条
CN-L-084,CN-L,non-genuine,in_the_wild,中华人民共和国数据权益保护法-10,《中华人民共和国数据权益保护法》第10条
CN-L-085,CN-L,non-genuine,in_the_wild,中华人民共和国绿色低碳消费促进法-9,《中华人民共和国绿色低碳消费促进法》第9条
CN-L-086,CN-L,non-genuine,in_the_wild,中华人民共和国元宇宙产业促进法-72,《中华人民共和国元宇宙产业促进法》第72条
CN-L-087,CN-L,non-genuine,in_the_wild,中华人民共和国数字人产业促进法-79,《中华人民共和国数字人产业促进法》第七十九条
CN-L-088,CN-L,non-genuine,in_the_wild,中华人民共和国低空经济促进法-5,《中华人民共和国低空经济促进法》第五条
CN-L-089,CN-L,non-genuine,in_the_wild,中华人民共和国智能驾驶责任法-33,《中华人民共和国智能驾驶责任法》第33条
CN-L-090,CN-L,non-genuine,in_the_wild,中华人民共和国网络暴力防治法-82,《中华人民共和国网络暴力防治法》第八十二条
CN-L-091,CN-L,non-genuine,in_the_wild,中华人民共和国刑法-999,《中华人民共和国刑法》第999条
CN-L-092,CN-L,non-genuine,in_the_wild,中华人民共和国民法典-1301,《中华人民共和国民法典》第一千三百零一条
CN-L-093,CN-L,non-genuine,in_the_wild,中华人民共和国劳动法-150,《中华人民共和国劳动法》第一百五十条
CN-L-094,CN-L,non-genuine,in_the_wild,中华人民共和国公司法-500,《中华人民共和国公司法》第五百条
CN-L-095,CN-L,non-genuine,in_the_wild,中华人民共和国治安管理处罚法-200,《中华人民共和国治安管理处罚法》第二百条
CN-L-096,CN-L,non-genuine,in_the_wild,中华人民共和国证券法-300,《中华人民共和国证券法》第三百条
CN-L-097,CN-L,non-genuine,in_the_wild,中华人民共和国刑事诉讼法-400,《中华人民共和国刑事诉讼法》第四百条
CN-L-098,CN-L,non-genuine,in_the_wild,中华人民共和国消费者权益保护法-100,《中华人民共和国消费者权益保护法》第100条
CN-L-099,CN-L,non-genuine,in_the_wild,中华人民共和国未成年人保护法-200,《中华人民共和国未成年人保护法》第二百条
CN-L-100,CN-L,non-genuine,in_the_wild,中华人民共和国反电信网络诈骗法-80,《中华人民共和国反电信网络诈骗法》第80条
CN-C-001,CN-C,genuine,genuine,NCT05718882,本研究的临床试验注册号为 NCT05718882（ClinicalTrials.gov 注册），官方登记题目为「Safety and Efficacy of Lenvatinib Combined With VIC-1911 in the Treatment of Lenvatinib-unresponsive or Lenvatinib-resistant Hepatocellular Carcinoma」，研究类型为随机对照试验。
CN-C-002,CN-C,genuine,genuine,NCT07441746,"该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT07441746，登记题目《Clinical Implementation of the Group Standard for Enteral Feeding Care in Critically Ill Children: A Multi-center, Stratified Cluster Randomized Controlled Trial》，主要在中国多中心开展。"
CN-C-003,CN-C,genuine,genuine,NCT06537908,本多中心临床试验（注册号：NCT06537908，ClinicalTrials.gov）登记题目为「Phase I/II Study of Anti-PD-1/PD-L1 Antibodies Combined With Anti-VEGF Antibody Treatment in Patients With Advanced-Stage Hepatocellular Carcinoma」，计划入组中国受试者。
CN-C-004,CN-C,genuine,genuine,NCT04864366,研究已在中国区多个中心开展并完成注册，注册号 NCT04864366，ClinicalTrials.gov 登记标题为《Efficacy and Safety of TAF for 48 Weeks in HBeAg Positive CHB Patients》。
CN-C-005,CN-C,genuine,genuine,NCT04192331,该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT04192331），官方题目为「A Single-arm Opened Randomized Phase II Study of Nab-paclitaxel Dose Schedual in Advanced Breast Cancer」。
CN-C-006,CN-C,genuine,genuine,NCT02775279,本研究的临床试验注册号为 NCT02775279（ClinicalTrials.gov 注册），官方登记题目为「Short Telomere Length in Peripheral Blood Leukocyte Predicts the Risk of Acute Coronary Syndrome」，研究类型为随机对照试验。
CN-C-007,CN-C,genuine,genuine,NCT06560086,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT06560086，登记题目《Ketoconazole Contributes to Cryptorchidism Outcome Via Modulating Testicular Macrophage Trem2》，主要在中国多中心开展。
CN-C-008,CN-C,genuine,genuine,NCT06697327,"本多中心临床试验（注册号：NCT06697327，ClinicalTrials.gov）登记题目为「Daunorubicin Plus Cytarabine 3+5 Regimen Combined With Venetoclax in de Novo Patients With Acute Myeloid Leukemia: a Single Center, Open-label, Controlled Study」，计划入组中国受试者。"
CN-C-009,CN-C,genuine,genuine,NCT06988124,研究已在中国区多个中心开展并完成注册，注册号 NCT06988124，ClinicalTrials.gov 登记标题为《Intravenous Dexamethasone Palmitate for Prophylaxis of Postoperative Nausea and Vomiting After Craniotomy》。
CN-C-010,CN-C,genuine,genuine,NCT05271279,"该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT05271279），官方题目为「A Single-Arm, Open-Label, Investigator-Initiated Clinical Trial to Evaluate the Safety, Tolerability and Efficacy of Oncolytic Virus Injection (OVV-01) in Combination With IBR900 Cell Injection in Patients With Advanced Malignant Tumors」。"
CN-C-011,CN-C,genuine,genuine,NCT03543059,本研究的临床试验注册号为 NCT03543059（ClinicalTrials.gov 注册），官方登记题目为「A Prospective Observational Study About Adjuvant or Neoadjuvant Chemotherapy Related Adverse Effects in Premenopausal Women With Breast Cancer」，研究类型为随机对照试验。
CN-C-012,CN-C,genuine,genuine,NCT06019273,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT06019273，登记题目《Impacts of Different ART Regimens on Lipid Metabolism in People Living With Human Immunodeficiency Virus》，主要在中国多中心开展。
CN-C-013,CN-C,genuine,genuine,NCT01833559,本多中心临床试验（注册号：NCT01833559，ClinicalTrials.gov）登记题目为「Impact of Blood Glucose at the First Trimester of Pregnant Women With Gestational Diabetes on Maternal and Fetal Outcomes and Metabolic Disorders: a Multi-central Prospective Cohort Study」，计划入组中国受试者。
CN-C-014,CN-C,genuine,genuine,NCT07252986,研究已在中国区多个中心开展并完成注册，注册号 NCT07252986，ClinicalTrials.gov 登记标题为《A Multi-omics Breast Cancer Distant Metastasis Prediction Model Empowered by Artificial Intelligence and Its Clinical Translation Research》。
CN-C-015,CN-C,genuine,genuine,NCT04615143,该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT04615143），官方题目为「Tislelizumab or Tislelizumab Combined With Lenvatinib Neo-adjuvant Treatment for Resectable Recurrent Hepatocellular Carcinoma：Phase II Non-randomized Control Clinical Trial」。
CN-C-016,CN-C,genuine,genuine,NCT06363123,本研究的临床试验注册号为 NCT06363123（ClinicalTrials.gov 注册），官方登记题目为「Identification and Validation of Plasma Diagnostic Biomarkers for Multi-Cancer Based on Metabolomics: A Multi-Center Clinical Research and Validation Trial」，研究类型为随机对照试验。
CN-C-017,CN-C,genuine,genuine,NCT07303803,"该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT07303803，登记题目《Chiglitazar in Combination With Anti-Inflammatory and Hepatoprotective Therapy for the Treatment in MASH Associated With T2DM: a Prospective, Multicentre, Randomised, Double-blind, Placebo-controlled Study》，主要在中国多中心开展。"
CN-C-018,CN-C,genuine,genuine,NCT06891079,"本多中心临床试验（注册号：NCT06891079，ClinicalTrials.gov）登记题目为「Videodensitometric Angiographic Assessment of AR in the Cath-lab for Intraprocedural Guidance of TAVI in CHINA-A Prospective, Randomized, Controlled, Open-label, Multi-centre, Non-inferiority Trial」，计划入组中国受试者。"
CN-C-019,CN-C,genuine,genuine,NCT03372694,研究已在中国区多个中心开展并完成注册，注册号 NCT03372694，ClinicalTrials.gov 登记标题为《Clinical Study on the Effect of Comprehensive Rehabilitation Program Plus Chemotherapy Versus Chemotherapy on Quality of Life in Postoperative Non Small Cell Lung Cancer Patients With Stage IB-IIIA》。
CN-C-020,CN-C,genuine,genuine,NCT03945786,该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT03945786），官方题目为「Diagnostic Performance of Simultaneous Hybrid (18)F-fluoro-D-glucose (FDG) Positron Emission Tomography/Magnetic Resonance Imaging (PET/MRI) in the Preoperative Staging of Endometrial Carcinoma」。
CN-C-021,CN-C,genuine,genuine,NCT00164866,本研究的临床试验注册号为 NCT00164866（ClinicalTrials.gov 注册），官方登记题目为「Administration of Intravenous Proton Pump Inhibitor Prior to Endoscopy [APPE] in Patients With Upper Gastrointestinal Bleeding; a Double-Blind Placebo-Controlled Randomised Study.」，研究类型为随机对照试验。
CN-C-022,CN-C,genuine,genuine,NCT03597373,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT03597373，登记题目《Variables Predicting Reintubation After Thymectomy in Patients With Myasthenia Gravis》，主要在中国多中心开展。
CN-C-023,CN-C,genuine,genuine,NCT03216369,本多中心临床试验（注册号：NCT03216369，ClinicalTrials.gov）登记题目为「Short- and Long-Term Hemodynamic Effects Revealed by Arterial Spin Labeling MRI of Carotid Endarterectomy and Carotid Artery Stenting」，计划入组中国受试者。
CN-C-024,CN-C,genuine,genuine,NCT01688180,研究已在中国区多个中心开展并完成注册，注册号 NCT01688180，ClinicalTrials.gov 登记标题为《The Prevalence and Impact of Depression and Anxiety Symptoms in Patients With Non-CF Bronchiectasis》。
CN-C-025,CN-C,genuine,genuine,NCT03791866,该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT03791866），官方题目为「The Roles of Th9/IL-9 in the Mechanisms of Early Enteral Nutrition Maintaining Intestinal Mucosal Barrier in Sepsis」。
CN-C-026,CN-C,genuine,genuine,NCT06500403,"本研究的临床试验注册号为 NCT06500403（ClinicalTrials.gov 注册），官方登记题目为「Noninvasive Tools for the Diagnosis of Porto-sinusoidal Vascular Disease: a Single-center, Prospective, Cohort Study」，研究类型为随机对照试验。"
CN-C-027,CN-C,genuine,genuine,NCT07756008,"该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT07756008，登记题目《A Prospective, Multicenter, Randomized Controlled Study of Disitamab Vedotin Plus Toripalimab With or Without Pelvic Lymph Node Dissection for Bladder-Sparing Treatment in Patients With cT2-3N0M0 Bladder Urothelial Carcinoma》，主要在中国多中心开展。"
CN-C-028,CN-C,genuine,genuine,NCT01778166,本多中心临床试验（注册号：NCT01778166，ClinicalTrials.gov）登记题目为「Immuno-enhanced Versus Standard Early Enteral Nutrition Use in Gastrointestinal Postoperative Patients」，计划入组中国受试者。
CN-C-029,CN-C,genuine,genuine,NCT05142670,研究已在中国区多个中心开展并完成注册，注册号 NCT05142670，ClinicalTrials.gov 登记标题为《Task-oriented Training Varied by the Verticality Perception for Stroke Patients With Pusher Syndrome》。
CN-C-030,CN-C,genuine,genuine,NCT04913961,"该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT04913961），官方题目为「Efficacy Evaluation of Supine Daoyin in the Treatment of Acute Exacerbation of Chronic Obstructive Pulmonary Disease: A Multi-center, Randomized Controlled Trial」。"
CN-C-031,CN-C,genuine,genuine,NCT04538651,本研究的临床试验注册号为 NCT04538651（ClinicalTrials.gov 注册），官方登记题目为「A Cross-sectional Study for Renal Function of Patients With Chronic Hepatitis B in China」，研究类型为随机对照试验。
CN-C-032,CN-C,genuine,genuine,NCT05576961,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT05576961，登记题目《Safety and Efficacy of Bacterial Strain RX-af01 Combined With PD-1 Antibody in Patients With Refractory Advanced Solid Tumors》，主要在中国多中心开展。
CN-C-033,CN-C,genuine,genuine,NCT03974880,本多中心临床试验（注册号：NCT03974880，ClinicalTrials.gov）登记题目为「Predicting the Clinical Outcomes of Patients With Lower Extremity Peripheral Arterial Disease Undergoing Endovascular Intervention Based on Computed Tomographic Angiography」，计划入组中国受试者。
CN-C-034,CN-C,genuine,genuine,NCT04912986,研究已在中国区多个中心开展并完成注册，注册号 NCT04912986，ClinicalTrials.gov 登记标题为《Construction and Application of Early Lung Rehabilitation Training Programs for Adult Patients After Double Lung Transplantation》。
CN-C-035,CN-C,genuine,genuine,NCT04779008,该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT04779008），官方题目为「Long-term Remote Ischemic Preconditioning Improves Myocardial Perfusion and Prognosis of Patients After Coronary Artery Bypass Grafting」。
CN-C-036,CN-C,genuine,genuine,NCT06052579,本研究的临床试验注册号为 NCT06052579（ClinicalTrials.gov 注册），官方登记题目为「A Controlled Study of Articular Process Retractor Assisted- Multifidus Lateral Approach for Transforaminal Lumbar Interbody Fusion」，研究类型为随机对照试验。
CN-C-037,CN-C,genuine,genuine,NCT03253250,"该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT03253250，登记题目《A Prospective, Randomized, Multicenter, Open-label, Exploratory Study of Utilizing of Peginterferon Alfa-2a on the Relapse Rate of the Subjects With Hepatocellular Carcinoma Who Have Been Treated by Resection》，主要在中国多中心开展。"
CN-C-038,CN-C,genuine,genuine,NCT05616403,"本多中心临床试验（注册号：NCT05616403，ClinicalTrials.gov）登记题目为「Textbook Outcome as a Composite Outcome Measure in Laparoscopic Pancreaticoduodenectomy: a Retrospective, Observational Study」，计划入组中国受试者。"
CN-C-039,CN-C,genuine,genuine,NCT05290961,"研究已在中国区多个中心开展并完成注册，注册号 NCT05290961，ClinicalTrials.gov 登记标题为《Drug Response in Patient-derived Organoids Models of Advanced or Recurrent Ovarian Cancer, an Exploratory Research》。"
CN-C-040,CN-C,genuine,genuine,NCT06652308,该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT06652308），官方题目为「Frequency of Unipolar and Bipolar Mood Disorders in Patients with Multiple Sclerosis: a Retrospective Cohort Study」。
CN-C-041,CN-C,genuine,genuine,NCT05138705,本研究的临床试验注册号为 NCT05138705（ClinicalTrials.gov 注册），官方登记题目为「An Open Phase IV Clinical Trial of Quadrivalent Influenza Virus Split Vaccine to Evaluate the Safety and Immunogenicity in Healthy Population Aged 3-8 Years」，研究类型为随机对照试验。
CN-C-042,CN-C,genuine,genuine,NCT07024524,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT07024524，登记题目《Development and Application of A Multimodal Perceptual Evaluation and Precision Rehabilitation System in Congenital Deafness》，主要在中国多中心开展。
CN-C-043,CN-C,genuine,genuine,NCT07372742,本多中心临床试验（注册号：NCT07372742，ClinicalTrials.gov）登记题目为「Clinical Characteristics and Epidemiology of Chronic Critically Ill Patients in China」，计划入组中国受试者。
CN-C-044,CN-C,genuine,genuine,NCT03301961,研究已在中国区多个中心开展并完成注册，注册号 NCT03301961，ClinicalTrials.gov 登记标题为《The Clinical Applications of Multiplex Analysis of Circulating Tumor DNA Biomarkers in Lung Cancer Patients》。
CN-C-045,CN-C,genuine,genuine,NCT01572324,该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT01572324），官方题目为「Phase II Study of Hepatic Arterial Infusion With Oxaliplatin and Fluorouracil in Patients With Unresectable Biliary Tract Carcinomas」。
CN-C-046,CN-C,genuine,genuine,NCT07015762,"本研究的临床试验注册号为 NCT07015762（ClinicalTrials.gov 注册），官方登记题目为「A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Multiple Dose of IBI3002 in Patients With Atopic Dermatitis - a Randomized, Double-Blind, Placebo-Controlled Study」，研究类型为随机对照试验。"
CN-C-047,CN-C,genuine,genuine,NCT05661227,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT05661227，登记题目《Mechanism of Cardiac and Cerebral Function Injury in Patients With Coronary Heart Disease Caused by Intraoperative Limb Ischemia-reperfusion and Perioperative Organ Function Protection Strategy》，主要在中国多中心开展。
CN-C-048,CN-C,genuine,genuine,NCT05188859,"本多中心临床试验（注册号：NCT05188859，ClinicalTrials.gov）登记题目为「Study of Sintilimab Combined With Anlotinib and Platinum-Containing Dual-Agent Chemotherapy as First Line Therapy in Malignant Pleural Mesothelioma: A Single Arm, Open-label, Prospective Phase II Trial」，计划入组中国受试者。"
CN-C-049,CN-C,genuine,genuine,NCT07609446,"研究已在中国区多个中心开展并完成注册，注册号 NCT07609446，ClinicalTrials.gov 登记标题为《Pomalidomide Plus Anti-CD20 Antibody and Prednisone in Frontline Indolent B-Cell Lymphoma: A Prospective, Multicenter, Phase II Study》。"
CN-C-050,CN-C,genuine,genuine,NCT04361331,"该随机对照研究注册于 ClinicalTrials.gov（注册号：NCT04361331），官方题目为「A Randomized, Open, Two-cohort Phase 2 Study of Toripalimab(PD1) Combined With Lenvatnib, or Gemox Chemotherapy Combined With Lenvatinib as First-line Therapy in Patients With Advanced or Unresectable Intrahepatic Cholangiocarcinoma」。"
CN-C-051,CN-C,non-genuine,manipulated,NCT00778208,本研究的临床试验注册号为 NCT00778208（ClinicalTrials.gov 注册），官方登记题目为「Late-Course Accelerated Hyperfractionated IMRT Versus Conventionally Fractionated IMRT in the Treatment of Locoregionally Advanced Nasopharyngeal Carcinoma: A Prospective Randomized Clinical Trial」，研究类型为随机对照试验。
CN-C-052,CN-C,non-genuine,manipulated,NCT07160813,该研究已在 ClinicalTrials.gov 完成注册，注册号 NCT07160813，登记题目《Research on the Status and Strategies of Migrant Elderly for Social Network Software Use From the Activity Theory》，主要在中国多中心开展。
CN-C-053,CN-C,non-genuine,manipulated,NCT09789160,本多中心临床试验（注册号：NCT09789160，ClinicalTrials.gov）登记题目为「Experiential Avoidance as Mechanism of Mindfulness Based Online Intervention in Reducing Emotional Distress」，计划入组中国受试者。
CN-C-054,CN-C,non-genuine,manipulated,NCT05958666,研究已在中国区多个中心开展并完成注册，注册号 NCT05958666，ClinicalTrials.gov 登记标题为《Effectiveness of DITM Versus IMT in COPD Patients With High Symptom Burden and High Risk of Acute Exacerbation: A Randomized Controlled Study》。
